URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,FILENAME,URL,Domain,TLD,Title,label
35,28,0,100.0,0.5,0.5229071,0.065068594,3,1,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,1,4799,2065,1,0.0,0.0,1,1,0,1,0,1,0,12,0,0,1,1,1,0,0,0,0,15,8,9,645,59,21,790719.txt,https://www.honneur-au-scoutisme.com,www.honneur-au-scoutisme.com,com,honneur-au-sutisme,benign
45,28,0,37.09070246,0.28,0.0036375,0.051346268,2,1,0,0,0.0,32,0.711,0,0.0,0,0,0,6,0.133,0,82,155,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,8062699.txt,http://glaze-maple-pantry.glitch.me/link.html,glaze-maple-pantry.glitch.me,me,glaze-maple-pantryglitchlinkhtml,phishing
30,23,0,100.0,1.0,0.0384199,0.064422792,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,435,291,1,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,2,76,74,1,8,148261.txt,https://www.leonardodavinci.net,www.leonardodavinci.net,net,leonardodavinci,benign
43,34,0,38.33910035,0.6,0.5229071,0.059985542,3,1,0,0,0.0,31,0.721,0,0.0,0,0,0,4,0.093,1,13,73,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8077349.txt,https://host-authoritsaativeax.mefound.com/,host-authoritsaativeax.mefound.com,com,host-authoritsaativeaxmefound,phishing
23,16,0,100.0,0.625,0.0115013,0.060653031,3,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,917,491,1,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,42,0,26,41412.txt,https://www.art.yale.edu,www.art.yale.edu,edu,artyale,benign
37,31,0,63.11637081,0.863636364,0.0002548,0.050371716,4,1,0,0,0.0,19,0.514,4,0.108,0,0,0,3,0.081,0,2,46,0,4.545454545,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw76791.txt,http://www.securitycamera-at-2022.life,www.securitycamera-at-2022.life,life,0,phishing
20,13,0,100.0,1.0,0.0799628,0.063697057,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1374,915,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,18,11,14,101,1,92,498252.txt,https://www.isuog.org,www.isuog.org,org,isuog,benign
24,17,0,100.0,1.0,0.0023239,0.061301406,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,312,157,1,100.0,100.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,13,4,2,37,0,9,119682.txt,https://www.hostmaster.ua,www.hostmaster.ua,ua,hostmaster,benign
32,25,0,100.0,0.833333333,0.0094423,0.061808105,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,890,186,1,0.0,0.0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,1,31,36,13,42,0,11,628494.txt,https://www.bigconstrutora.com.br,www.bigconstrutora.com.br,br,igconstrutoracom,benign
29,22,0,100.0,0.533333333,0.0014653,0.069546984,2,2,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,1,743,419,1,0.0,0.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,18,6,11,0,1,54,892196.txt,https://www.iain-ternate.ac.id,www.iain-ternate.ac.id,id,an-ternateac,benign
47,41,0,16.60066895,0.264705882,0.0003477,0.020334595,2,1,0,0,0.0,14,0.298,21,0.447,0,0,0,1,0.021,0,13,244,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mw66913.txt,http://www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,www.l3a40b16a45b1120615b5d1cc655d7da4a.ws,ws,l3a40b16a45b1120615b5d1cc655d7da4a,benign
22,15,0,100.0,1.0,0.5229071,0.076037047,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1395,1807,1,71.42857143,71.42857143,1,1,1,1,0,1,0,3,0,1,1,1,0,0,1,0,1,25,11,25,79,3,89,427197.txt,https://www.colorii.com,www.colorii.com,com,lorii,benign
23,17,0,47.33727811,1.0,0.0001858,0.040425608,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,20,210,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw15920.txt,http://www.pwuxmeudaj.cf,www.pwuxmeudaj.cf,cf,pwuxmeudaj,phishing
26,19,0,100.0,0.75,0.0017218,0.065653355,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,7254,2088,1,0.0,0.0,1,0,1,1,0,0,9,2,0,1,1,0,0,0,1,0,1,41,16,40,43,28,15,156188.txt,https://www.elcalifa.com.mx,www.elcalifa.com.mx,mx,elcalifaco,benign
22,15,0,100.0,0.666666667,0.0002355,0.064677774,4,1,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1581,1931,1,100.0,100.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,63,15,22,212,0,216,464697.txt,https://www.art-it.asia,www.art-it.asia,asia,art-it,benign
77,25,0,14.57430296,0.5,0.0180132,0.056989683,2,2,0,0,0.0,59,0.766,2,0.026,0,0,0,9,0.117,0,183,727,1,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,4,5,0,0,0,8048476.txt,http://forcedie17.temp.swtest.ru/postounatou/postounatou/post/login/login.php,forcedie17.temp.swtest.ru,ru,forcedie17tempswtestpostounatoupostounatoupostloginloginphp,phishing
21,14,0,100.0,1.0,0.5229071,0.058382725,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,432,1553,1,100.0,100.0,1,1,0,0,0,1,0,4,0,1,1,0,0,0,1,0,1,3,2,6,50,2,62,30718.txt,https://www.apptha.com,www.apptha.com,com,apptha,benign
25,18,0,100.0,1.0,0.0003212,0.058490239,5,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1794,2679,1,100.0,100.0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,21,36,18,80,0,39,603896.txt,https://www.zomoplus.store,www.zomoplus.store,store,zomoplus,benign
27,20,0,100.0,1.0,0.5229071,0.055469139,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2341,16460,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,23,6,18,52,3,19,521213.txt,https://www.drskinhealth.com,www.drskinhealth.com,com,drskinhealth,benign
23,17,0,87.34693878,1.0,0.0001858,0.062814806,2,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,20,211,1,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw56125.txt,http://www.sebastians.cf,www.sebastians.cf,cf,sebastians,phishing
26,19,0,100.0,1.0,0.5229071,0.06233847,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,2654,3979,1,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,91,4,18,83,5,18,534254.txt,https://www.lovebeehive.com,www.lovebeehive.com,com,lovebeehive,benign
98,26,0,13.5341202,0.590909091,0.0384199,0.045335591,3,0,0,0,0.0,74,0.755,6,0.061,3,1,0,6,0.102,1,2,106,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8053155.txt,https://acesseonline-fevereiro.net/luiza/?userid=&uri=atzkkwfy5s23fyuju9p+tmvfudyjnultmi2mrlcv9tg=,acesseonline-fevereiro.net,net,0,phishing
26,19,0,100.0,1.0,0.0141483,0.064760075,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,642,417,1,100.0,100.0,1,1,1,0,0,1,2,0,1,1,1,1,0,0,1,0,1,22,4,11,47,4,62,160239.txt,https://www.cieletespace.fr,www.cieletespace.fr,fr,cieletespace,benign
38,31,0,100.0,1.0,0.5229071,0.059879769,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,2722,9379,1,100.0,100.0,0,0,1,0,0,1,0,20,0,1,1,1,1,1,1,0,1,120,4,19,175,0,510,534277.txt,https://www.nataschavonhirschhausen.com,www.nataschavonhirschhausen.com,com,nataschavonhirschhausen,benign
39,32,0,100.0,1.0,0.5229071,0.059137082,3,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,1,663,424,1,100.0,100.0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,6,13,20,65,0,43,629945.txt,https://www.borizcustomsportsjerseys.com,www.borizcustomsportsjerseys.com,com,borizcustomsportsjerseys,benign
27,20,0,100.0,1.0,0.5229071,0.062070551,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,393,2005,1,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,2,7,0,1,768783.txt,https://www.virtualcohen.com,www.virtualcohen.com,com,virtualhen,benign
19,12,0,100.0,1.0,0.0014653,0.053423702,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,570,773,1,100.0,100.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22,0,1,60,0,72,440099.txt,https://www.smujo.id,www.smujo.id,id,smujo,benign
28,22,0,41.10671937,0.611111111,0.0799628,0.051978489,3,1,0,0,0.0,19,0.679,0,0.0,0,0,0,2,0.071,0,2,37,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020794.txt,http://otwtmbrotq.duckdns.org,otwtmbrotq.duckdns.org,org,0,phishing
25,18,0,100.0,1.0,0.5229071,0.074663503,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1185,9614,1,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,38,22,31,132,1,108,579157.txt,https://www.ecseonline.com,www.ecseonline.com,com,ecseonline,phishing
30,23,0,100.0,1.0,0.0082003,0.053215869,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,297,765,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,7,2,0,3,774906.txt,https://www.kerstopkeukenhof.nl,www.kerstopkeukenhof.nl,nl,kerstopkeukehof,benign
31,24,0,100.0,0.4375,0.5229071,0.053092883,3,1,0,0,0.0,16,0.516,0,0.0,0,0,0,3,0.097,1,1219,12649,1,100.0,100.0,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,18,3,30,105,11,115,39890.txt,https://www.wp-amazon-plugin.com,www.wp-amazon-plugin.com,com,wp-amazon-plugin,benign
20,13,0,100.0,0.666666667,0.0019933,0.076658631,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,2541,445,1,0.0,0.0,1,0,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,15,2,14,209,0,8,228863.txt,https://www.acc.co.nz,www.acc.co.nz,nz,accco,benign
30,23,0,100.0,1.0,0.0001069,0.06417545,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,15442,15789,1,100.0,100.0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,438,6,13,719,0,375,382828.txt,https://www.noticiasdealava.eus,www.noticiasdealava.eus,eus,noticiasdealava,benign
23,16,0,100.0,1.0,0.0002548,0.054130147,4,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,849,1820,1,100.0,100.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28,21,24,37,0,45,244849.txt,https://www.enerjoy.life,www.enerjoy.life,life,enerjoy,benign
29,22,0,100.0,0.8,6.08e-05,0.060330773,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,2124,854,1,0.0,0.0,1,0,1,0,0,0,0,7,0,1,1,1,0,1,0,0,1,94,2,1,115,6,8,709017.txt,https://www.qatargenome.org.qa,www.qatargenome.org.qa,qa,atargenomeorg,benign
22,15,0,100.0,1.0,0.0799628,0.059766578,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,711,7533,1,100.0,100.0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,44,49,29,56,0,22,31713.txt,https://www.idigbio.org,www.idigbio.org,org,idigbio,benign
31,24,0,100.0,0.625,0.0799628,0.060297592,3,1,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,3776,1103,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,45,1,20,171,75,11,95918.txt,https://www.energy-community.org,www.energy-community.org,org,energy-community,benign
20,13,0,100.0,1.0,0.0799628,0.058571081,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1029,2517,1,100.0,100.0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,18,5,15,91,4,29,870951.txt,https://www.tcdsu.org,www.tcdsu.org,org,tcdsu,benign
24,17,0,100.0,1.0,0.0326503,0.054307626,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2414,1592,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,50,3,3,172,19,34,805256.txt,https://www.biomagazin.de,www.biomagazin.de,de,biomagazin,benign
33,25,0,66.69538462,0.80952381,0.5229071,0.044014391,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,3,0.091,1,13,101,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7994845.txt,https://att-104569.weeblysite.com/,att-104569.weeblysite.com,com,att-104569weeblysite,phishing
30,23,0,100.0,0.875,0.0019933,0.065186719,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1832,480,1,0.0,0.0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,38,3,7,105,0,21,696552.txt,https://www.interislander.co.nz,www.interislander.co.nz,nz,iterisladerco,benign
33,26,0,100.0,1.0,0.5229071,0.063444615,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,2614,7353,1,100.0,100.0,1,0,0,0,0,0,7,3,0,0,1,1,0,0,0,0,1,33,7,18,119,1,138,177967.txt,https://www.reflectionofsanity.com,www.reflectionofsanity.com,com,reflectionofsanity,benign
29,22,0,100.0,1.0,0.5229071,0.069572626,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,638,2562,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,27,11,13,46,1,55,126584.txt,https://www.fernandoalonso.com,www.fernandoalonso.com,com,fernandoalonso,benign
24,17,0,100.0,0.555555556,0.0799628,0.069624891,3,1,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1863,9381,1,100.0,100.0,0,1,1,0,0,1,0,5,0,1,1,1,0,0,0,0,1,72,34,53,161,0,198,145712.txt,https://www.acsa-arch.org,www.acsa-arch.org,org,acsa-arch,benign
30,23,0,100.0,1.0,0.5229071,0.064075127,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1122,1903,1,100.0,100.0,1,0,1,0,0,1,0,2,0,1,1,1,0,1,1,0,1,110,3,4,99,0,22,717767.txt,https://www.southlandcasino.com,www.southlandcasino.com,com,southlandcasino,benign
25,18,0,100.0,0.818181818,0.028555,0.055642237,2,2,0,0,0.0,10,0.4,1,0.04,0,0,0,2,0.08,1,2319,9381,1,0.0,0.0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,49,8,47,149,2,144,521042.txt,https://www.7marvels.co.uk,www.7marvels.co.uk,uk,7marvelsco,benign
27,20,0,100.0,1.0,0.5229071,0.066898846,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,10022,2121,1,100.0,100.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1,4,1,0,0,88425.txt,https://www.secrethitler.com,www.secrethitler.com,com,secrethitler,benign
31,23,0,60.36546944,0.526315789,0.001502,0.057849216,3,1,0,0,0.0,20,0.645,0,0.0,0,0,0,3,0.097,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8028520.txt,https://perte-dimension.web.app/,perte-dimension.web.app,app,perte-dimensionweb,phishing
32,25,0,100.0,1.0,0.0384199,0.060530096,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,244,1074,1,100.0,100.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,2,1,0,5,781104.txt,https://www.groupfacilitation.net,www.groupfacilitation.net,net,groupfacilitation,benign
24,17,0,100.0,0.8,0.028555,0.06317411,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,758,399,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,6,11,35,2,1,899970.txt,https://www.kiteman.co.uk,www.kiteman.co.uk,uk,kitemanco,benign
25,18,0,100.0,1.0,0.0101825,0.062872535,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,6816,1557,1,100.0,100.0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,6,1,14,70,0,12,561670.txt,https://www.libertarian.ca,www.libertarian.ca,ca,libertarian,benign
25,18,0,100.0,0.727272727,0.0100856,0.066957378,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,8394,39134,1,0.0,0.0,1,1,0,1,0,1,0,3,0,1,1,1,0,1,1,0,1,34,1,23,761,15,26,15288.txt,https://www.gumtree.com.au,www.gumtree.com.au,au,gumtreecom,benign
31,25,0,51.63883735,0.470588235,0.0799628,0.058998283,3,2,0,0,0.0,17,0.548,0,0.0,0,0,0,3,0.097,0,3,40,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw17646.txt,http://www.gmarket.system-ns.org,www.gmarket.system-ns.org,org,0,phishing
27,20,0,100.0,0.846153846,0.0230451,0.053199965,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,591,344,1,0.0,0.0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,36,5,8,48,0,50,105348.txt,https://www.ichijinsha.co.jp,www.ichijinsha.co.jp,jp,ichiinshaco,benign
24,17,0,100.0,0.7,0.0019933,0.06228813,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,895,16245,1,0.0,0.0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,15,14,38,161,0,176,136022.txt,https://www.ags.school.nz,www.ags.school.nz,nz,agsschool,benign
23,16,0,100.0,1.0,0.5229071,0.058543573,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,776,474,1,100.0,100.0,1,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,1,2,5,10,2,1,14,243970.txt,https://www.mapsalud.com,www.mapsalud.com,com,mapsalud,benign
27,20,0,100.0,1.0,0.0027596,0.052936489,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,9234,2571,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,0,150,2,8,1016,6,1015,753375.txt,https://www.rakennuslehti.fi,www.rakennuslehti.fi,fi,rakennuslehti,benign
23,16,0,100.0,0.625,0.5229071,0.051959848,3,1,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,644,1463,1,100.0,100.0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,11,4,8,94,0,44,236422.txt,https://www.psd-dude.com,www.psd-dude.com,com,psd-dude,benign
29,22,0,100.0,0.4,0.0230451,0.046509561,2,2,0,0,0.0,14,0.483,0,0.0,0,0,0,3,0.103,1,451,384,1,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,1,4,39,0,30,504954.txt,https://www.ihub-tansa.jaxa.jp,www.ihub-tansa.jaxa.jp,jp,ihub-tansaaxa,benign
27,20,0,100.0,1.0,0.5229071,0.058644706,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,210,541,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1,6,54,0,59,571378.txt,https://www.shoppersshop.com,www.shoppersshop.com,com,shoppersshop,benign
30,23,0,100.0,1.0,0.0384199,0.063767167,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1216,854,1,100.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,207,0,2,818187.txt,https://www.extensionmethod.net,www.extensionmethod.net,net,extensionmethod,benign
27,20,0,100.0,1.0,0.5229071,0.06352436,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,357,1586,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,27,4,9,40,5,9,693425.txt,https://www.ireallytrade.com,www.ireallytrade.com,com,ireallytrade,benign
35,28,0,100.0,0.619047619,0.0326503,0.059401794,2,1,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,982,9381,1,100.0,100.0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,16,3,5,77,9,79,432785.txt,https://www.broesels-buecherregal.de,www.broesels-buecherregal.de,de,broesels-buecherregal,benign
20,13,0,100.0,1.0,0.0799628,0.06448957,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,582,700,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18,4,10,52,1,60,822659.txt,https://www.ijesc.org,www.ijesc.org,org,ijesc,benign
28,21,0,100.0,1.0,0.0049832,0.05880511,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1308,8047,1,100.0,100.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,25,17,27,123,0,142,412992.txt,https://www.grundeinkommen.ch,www.grundeinkommen.ch,ch,grundeinkommen,benign
41,33,0,50.86695835,0.785714286,0.0017656,0.055099153,4,1,0,0,0.0,31,0.756,0,0.0,0,0,0,2,0.049,1,68,80,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8005878.txt,https://btopenworldwebmailing.square.site/,btopenworldwebmailing.square.site,site,btopenworldwebmailingsquare,phishing
73,29,0,26.19272782,0.4,0.5229071,0.048629017,3,0,0,0,0.0,53,0.726,2,0.027,2,1,0,7,0.137,1,90,394,1,0.0,98.33333333,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,8021157.txt,https://visualize-detalhes-online.com/luiza/?userid=13&amp;uri=xudbvbjytdk,visualize-detalhes-online.com,com,visualize-detalhes-onlineluiza?userid=13&amp;uri=xudbvbjytd,phishing
24,17,0,100.0,1.0,0.5229071,0.058895576,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3026,2675,1,100.0,100.0,1,0,1,1,0,1,0,22,0,1,1,0,1,1,1,0,1,35,22,37,234,19,18,597138.txt,https://www.rusticity.com,www.rusticity.com,com,rusticity,benign
24,17,0,100.0,1.0,0.5229071,0.062196074,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2351,19511,1,100.0,100.0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,13,17,13,92,18,91,587304.txt,https://www.esurranty.com,www.esurranty.com,com,esurranty,benign
23,16,0,100.0,1.0,0.5229071,0.059072935,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1081,654,1,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,218,2,5,0,0,28,587827.txt,https://www.hallekis.com,www.hallekis.com,com,hallekis,benign
27,21,0,57.90080738,0.583333333,0.0004041,0.05467462,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,8,41,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw65631.txt,http://www.fgurb.cannca.shop,www.fgurb.cannca.shop,shop,fgurbcannca,phishing
28,21,0,100.0,1.0,0.5229071,0.06722817,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1867,1159,1,100.0,100.0,0,0,1,0,0,0,0,6,0,1,1,1,0,0,1,0,1,16,13,45,47,0,22,433055.txt,https://www.observatoryoc.com,www.observatoryoc.com,com,observatoryoc,benign
24,17,0,100.0,1.0,0.5229071,0.069472147,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,248,456,1,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,5,10,20,0,13,554317.txt,https://www.creamwine.com,www.creamwine.com,com,creamwine,benign
30,23,0,100.0,0.733333333,0.5229071,0.059473879,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,593,8047,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,28,2,9,59,0,76,126893.txt,https://www.slow-journalism.com,www.slow-journalism.com,com,slow-journalism,benign
37,30,0,100.0,1.0,0.5229071,0.062288879,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1397,9381,1,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,32,9,25,121,1,138,403739.txt,https://www.narcissisticabuserehab.com,www.narcissisticabuserehab.com,com,narcissisticabuserehab,benign
23,16,0,100.0,1.0,0.5229071,0.068545766,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,768,9381,1,100.0,100.0,1,1,1,0,0,1,0,9,0,1,0,1,0,0,0,0,1,14,5,17,72,0,75,125033.txt,https://www.mercatus.com,www.mercatus.com,com,mercatus,benign
26,19,0,100.0,1.0,0.5229071,0.064215317,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1563,9381,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,18,9,14,44,12,48,630880.txt,https://www.dellsramada.com,www.dellsramada.com,com,dellsramada,benign
19,12,0,100.0,1.0,0.0005731,0.047339767,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2435,15877,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,0,1,89,3,7,185,5,26,45996.txt,https://www.zadar.hr,www.zadar.hr,hr,zadar,benign
